,model,dataset,num_layers,self_loops,run,train_loss,train_acc,test_acc,time
24307,GCN,LastFMAsia,6,True,6,0.4435813426971435,0.8945728808001312,0.879344262295082,0.5765349864959717
24308,GCN,Amazon-Ratings,6,True,6,1.2975715398788452,0.4342655915076043,0.4477337688852593,1.4574627876281738
24309,GCN,Roman-Empire,6,True,6,2.30557918548584,0.2238279095421952,0.2283759929390997,0.7687866687774658
24310,GCN,Minesweeper,6,True,6,0.4734502136707306,0.799,0.804,0.7152161598205566
24311,GCN,Planetoid: Cora,6,True,7,0.2468510866165161,0.92797783933518,0.8763837638376384,0.3314895629882812
24312,GCN,Planetoid: CiteSeer,6,True,7,0.3471626043319702,0.857033930613801,0.7439024390243902,0.3201813697814941
24313,GCN,Planetoid: PubMed,6,True,7,0.4134232401847839,0.8541270445036135,0.8485924423028152,0.3627409934997558
24314,GCN,CitationFull: DBLP,6,True,7,0.3242799639701843,0.8751146546249912,0.8495625176404177,0.7877230644226074
24315,GCN,Amazon: Computers,6,True,7,0.7383882403373718,0.7660759023847081,0.7635486265775798,1.7554473876953125
24316,GCN,Amazon: Photo,6,True,7,0.4582115709781647,0.8787325812873258,0.887193098871931,0.7941875457763672
24317,GCN,Coauthor: CS,6,True,7,0.3460237979888916,0.9078821764625664,0.9034633215162258,1.0895187854766846
24318,GCN,Wikipedia: Chameleon,6,True,7,1.1363179683685305,0.5,0.4417582417582417,0.5112895965576172
24319,GCN,Wikipedia: Squirrel,6,True,7,1.4935357570648191,0.3381398702235039,0.3538461538461538,1.4690444469451904
24320,GCN,Actor,6,True,7,1.5732325315475464,0.2570723684210526,0.2684210526315789,0.6142966747283936
24321,GCN,Airports: USA,6,True,7,0.9916127324104308,0.6071428571428571,0.6092436974789915,0.5851449966430664
24322,GCN,Airports: Europe,6,True,7,1.0651509761810305,0.554858934169279,0.5375,0.551476001739502
24323,GCN,Airports: Brazil,6,True,7,0.9758583903312684,0.5238095238095238,0.4615384615384615,0.5275933742523193
24324,GCN,Twitch: DE,6,True,7,0.6019045114517212,0.6825480389576204,0.6578947368421053,1.2580883502960205
24325,GCN,Twitch: EN,6,True,7,0.640001654624939,0.6426942641641817,0.6,0.6258466243743896
24326,GCN,Twitch: RU,6,True,7,0.522676408290863,0.7557012542759407,0.7514253135689852,0.6191220283508301
24327,GCN,WebKB: Cornell,6,True,7,0.9628841280937196,0.589041095890411,0.3783783783783784,0.6371655464172363
24328,GCN,WebKB: Texas,6,True,7,0.8517672419548035,0.7054794520547946,0.4864864864864865,0.457521915435791
24329,GCN,WebKB: Wisconsin,6,True,7,1.0052624940872192,0.5920398009950248,0.48,0.656177282333374
24330,GCN,LastFMAsia,6,True,7,0.4725326299667358,0.8916215773077554,0.8832786885245901,0.3568229675292969
24331,GCN,Amazon-Ratings,6,True,7,1.322776198387146,0.4199755027049097,0.4311964066966108,0.7629795074462891
24332,GCN,Roman-Empire,6,True,7,2.33384370803833,0.2213458356315499,0.2116063548102383,0.3893556594848633
24333,GCN,Minesweeper,6,True,7,0.4704160690307617,0.80025,0.799,0.6170873641967773
24334,GCN,Planetoid: Cora,6,True,8,0.2302142530679702,0.9238227146814404,0.8634686346863468,0.3765668869018554
24335,GCN,Planetoid: CiteSeer,6,True,8,0.3861022889614105,0.8551277163553184,0.7317073170731707,0.3090279102325439
24336,GCN,Planetoid: PubMed,6,True,8,0.4055015444755554,0.8538100671991885,0.8392087243215826,0.4094390869140625
24337,GCN,CitationFull: DBLP,6,True,8,0.3194780647754669,0.8843575813165879,0.8526672311600338,0.7567946910858154
24338,GCN,Amazon: Computers,6,True,8,0.7906014323234558,0.722742878352046,0.7126948775055679,2.4164628982543945
24339,GCN,Amazon: Photo,6,True,8,0.4865113496780395,0.8424021234240212,0.8327803583278036,1.184715747833252
24340,GCN,Coauthor: CS,6,True,8,0.2807562351226806,0.9229510432292376,0.9162803381510772,1.164971113204956
24341,GCN,Wikipedia: Chameleon,6,True,8,1.1471717357635498,0.5466520307354555,0.512087912087912,0.4102520942687988
24342,GCN,Wikipedia: Squirrel,6,True,8,1.4778740406036377,0.3417447728911319,0.3471153846153846,1.7109589576721191
24343,GCN,Actor,6,True,8,1.5731621980667114,0.2585526315789473,0.2618421052631579,0.6340744495391846
24344,GCN,Airports: USA,6,True,8,0.9885594844818116,0.6649159663865546,0.6386554621848739,0.6325712203979492
24345,GCN,Airports: Europe,6,True,8,1.0788416862487793,0.5235109717868338,0.5375,0.7025303840637207
24346,GCN,Airports: Brazil,6,True,8,0.8974506258964539,0.6571428571428571,0.4230769230769231,0.4088678359985351
24347,GCN,Twitch: DE,6,True,8,0.6011698842048645,0.6799157673071861,0.6752631578947368,1.4986059665679932
24348,GCN,Twitch: EN,6,True,8,0.5962761640548706,0.6883002981932994,0.6042105263157894,0.6588644981384277
24349,GCN,Twitch: RU,6,True,8,0.5237188339233398,0.7542759407069556,0.7571265678449259,0.6444149017333984
24350,GCN,WebKB: Cornell,6,True,8,1.033119559288025,0.5205479452054794,0.4864864864864865,0.7735092639923096
24351,GCN,WebKB: Texas,6,True,8,0.8259410858154297,0.7191780821917808,0.4324324324324324,0.7656047344207764
24352,GCN,WebKB: Wisconsin,6,True,8,0.9009806513786316,0.582089552238806,0.5,0.3797421455383301
24353,GCN,LastFMAsia,6,True,8,0.4452990591526031,0.8927693064436792,0.8734426229508196,0.3914985656738281
24354,GCN,Amazon-Ratings,6,True,8,1.332449436187744,0.4238032050627743,0.4144548795426704,0.7691340446472168
24355,GCN,Roman-Empire,6,True,8,2.398655652999878,0.2033094318808604,0.2007943512797881,0.3790910243988037
24356,GCN,Minesweeper,6,True,8,0.4717387557029724,0.799625,0.8015,0.4939990043640136
24357,GCN,Planetoid: Cora,6,True,9,0.2436940222978592,0.930286241920591,0.8911439114391144,0.7268083095550537
24358,GCN,Planetoid: CiteSeer,6,True,9,0.3504111468791961,0.8566526877621045,0.7423780487804879,0.7101521492004395
24359,GCN,Planetoid: PubMed,6,True,9,0.4061653017997741,0.8531127171294536,0.8465635303068729,0.5462338924407959
24360,GCN,CitationFull: DBLP,6,True,9,0.3712217807769775,0.8684823255485783,0.8571831780976573,0.7685887813568115
24361,GCN,Amazon: Computers,6,True,9,0.7885174751281738,0.7510438897652408,0.7442464736451373,1.6105451583862305
